ID_EF,EmissionFactor,ID_LandCover,ID_Species,AgeRange,ID_AgeRange,HeightRange,ID_HeightRange,VolumeRange,ID_VolumeRange,BasalRange,ID_BasalArea,Value,Unit,ID_EF_IPCC,Reference,Lower_Confidence_Limit,Upper_Confidence_Limit,Type_of_Parameter,latitude,longitude,Country,Division,District,Upazila,Union,FAO_biome,WWF_Eco_zone,BFI_zone
280,Annual Average Volume Increment,6,7,1-10,1,10-20,2,200-300,3,0-20,1,55.32,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
281,Aboveground Biomass Stock,6,552,Unknown,0,10-20,2,0-100,1,0-20,1,104,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
282,Belowground Biomass Stock,6,552,Unknown,0,10-20,2,0-100,1,0-20,1,25,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
283,Aboveground Biomass Carbon Stock,6,552,Unknown,0,10-20,2,0-100,1,0-20,1,48,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
284,Belowground Biomass Carbon Stock,6,552,Unknown,0,10-20,2,0-100,1,0-20,1,17,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
285,Aboveground Biomass Stock,6,84,Unknown,0,10-20,2,0-100,1,0-20,1,45,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
286,Belowground Biomass Stock,6,84,Unknown,0,10-20,2,0-100,1,0-20,1,28,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
287,Aboveground Biomass Carbon Stock,6,84,Unknown,0,10-20,2,0-100,1,0-20,1,38,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
288,Belowground Biomass Carbon Stock,6,84,Unknown,0,10-20,2,0-100,1,0-20,1,16,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
289,Annual Average Volume Increment,6,7,10-20,2,10-20,2,300-400,4,40-60,3,26.87,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
290,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,17.72,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
291,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,174.29,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
292,Aboveground Biomass Stock,6,53,Unknown,0,10-20,2,0-100,1,0-20,1,265,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
293,Belowground Biomass Stock,6,53,Unknown,0,10-20,2,0-100,1,0-20,1,46,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
294,Aboveground Biomass Carbon Stock,6,53,Unknown,0,10-20,2,0-100,1,0-20,1,149,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
295,Belowground Biomass Carbon Stock,6,53,Unknown,0,10-20,2,0-100,1,0-20,1,20,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
296,Aboveground Biomass Stock,6,38,Unknown,0,10-20,2,0-100,1,0-20,1,189,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
297,Belowground Biomass Stock,6,38,Unknown,0,10-20,2,0-100,1,0-20,1,42,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
298,Aboveground Biomass Carbon Stock,6,38,Unknown,0,10-20,2,0-100,1,0-20,1,81,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
299,Belowground Biomass Carbon Stock,6,38,Unknown,0,10-20,2,0-100,1,0-20,1,12,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
300,Annual Average Volume Increment,6,7,1-10,1,10-20,2,300-400,4,20-40,2,50.75,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
301,Annual Average Volume Increment,6,7,10-20,2,10-20,2,100-200,2,20-40,2,17.5,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
302,Aboveground Biomass Stock,6,7,10-20,2,10-20,2,100-200,2,20-40,2,186,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
303,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,21.84,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
304,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,166.04,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
305,Annual Average Volume Increment,6,7,1-10,1,10-20,2,300-400,4,20-40,2,46.6,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
306,Annual Average Volume Increment,6,7,10-20,2,10-20,2,200-300,3,20-40,2,17.19,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
307,Aboveground Biomass Stock,6,7,10-20,2,10-20,2,200-300,3,20-40,2,196.36,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
308,Annual Average Volume Increment,6,7,1-10,1,10-20,2,300-400,4,20-40,2,42.93,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
309,Annual Average Volume Increment,6,7,1-10,1,10-20,2,300-400,4,40-60,3,39.72,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
310,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,21.51,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
311,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,180.74,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
312,Annual Average Volume Increment,6,7,1-10,1,20-30,3,300-400,4,40-60,3,36.91,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
313,Annual Average Volume Increment,6,7,10-20,2,20-30,3,300-400,4,40-60,3,34.45,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
314,Annual Average Volume Increment,6,7,10-20,2,20-30,3,300-400,4,40-60,3,32.28,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
315,Annual Average Volume Increment,6,7,1-10,1,20-30,3,200-300,3,20-40,2,21.02,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
316,Aboveground Biomass Stock,6,7,1-10,1,20-30,3,200-300,3,20-40,2,193.44,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
317,Annual Average Volume Increment,6,7,10-20,2,20-30,3,200-300,3,40-60,3,20.45,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
318,Aboveground Biomass Stock,6,7,10-20,2,20-30,3,200-300,3,40-60,3,204.48,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
319,Annual Average Volume Increment,6,7,10-20,2,20-30,3,200-300,3,40-60,3,19.82,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
320,Aboveground Biomass Stock,6,7,10-20,2,20-30,3,200-300,3,40-60,3,214.17,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
321,Annual Average Volume Increment,6,140,20-30,3,10-20,2,Unknown,9,Unknown,4,2.96,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),21.936983,90.649181,Bangladesh,10,1009,,,12,9,1
322,Annual Average Volume Increment,6,140,10-20,2,10-20,2,Unknown,9,Unknown,4,7.36,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),22.53333,90.75,Bangladesh,10,1078,,,12,17,1
323,Aboveground Biomass Stock,2,38,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.78,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
324,Aboveground Biomass Carbon Stock,2,38,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.41,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
325,Aboveground Biomass Stock,2,56,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.08,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
326,Aboveground Biomass Carbon Stock,2,56,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.05,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
327,Aboveground Biomass Stock,2,50,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.42,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
328,Aboveground Biomass Carbon Stock,2,50,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.21,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
329,Aboveground Biomass Stock,2,53,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.7,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
330,Aboveground Biomass Carbon Stock,2,53,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.83,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
331,Aboveground Biomass Stock,2,73,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.19,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
332,Aboveground Biomass Carbon Stock,2,73,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.08,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
333,Aboveground Biomass Stock,2,38,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.88,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
334,Aboveground Biomass Carbon Stock,2,38,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.03,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
335,Aboveground Biomass Stock,2,93,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.04,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
336,Aboveground Biomass Carbon Stock,2,93,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.03,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
337,Aboveground Biomass Stock,2,170,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.56,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
338,Aboveground Biomass Carbon Stock,2,170,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.24,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
339,Aboveground Biomass Stock,2,35,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.8,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
340,Aboveground Biomass Carbon Stock,2,35,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.45,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
341,Aboveground Biomass Stock,2,194,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.15,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
342,Aboveground Biomass Carbon Stock,2,194,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.08,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
343,Aboveground Biomass Stock,2,163,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.26,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
344,Aboveground Biomass Carbon Stock,2,163,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.13,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
345,Aboveground Biomass Stock,2,284,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.25,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
346,Aboveground Biomass Carbon Stock,2,284,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.56,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
347,Aboveground Biomass Stock,2,295,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.07,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
348,Aboveground Biomass Carbon Stock,2,295,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.04,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
349,Aboveground Biomass Stock,2,31,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.11,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
350,Aboveground Biomass Carbon Stock,2,31,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.05,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
351,Aboveground Biomass Stock,2,106,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.06,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
352,Aboveground Biomass Carbon Stock,2,106,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.04,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
353,Aboveground Biomass Stock,2,117,Unknown,0,Unknown,0,Unknown,9,Unknown,4,5.22,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
354,Aboveground Biomass Carbon Stock,2,117,Unknown,0,Unknown,0,Unknown,9,Unknown,4,2.83,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
355,Aboveground Biomass Stock,2,478,Unknown,0,Unknown,0,Unknown,9,Unknown,4,10.74,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
356,Aboveground Biomass Carbon Stock,2,478,Unknown,0,Unknown,0,Unknown,9,Unknown,4,5.89,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
357,Aboveground Biomass Stock,2,479,Unknown,0,Unknown,0,Unknown,9,Unknown,4,15.53,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
358,Aboveground Biomass Carbon Stock,2,479,Unknown,0,Unknown,0,Unknown,9,Unknown,4,8.25,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
359,Aboveground Biomass Stock,2,483,Unknown,0,Unknown,0,Unknown,9,Unknown,4,70.8,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
360,Aboveground Biomass Carbon Stock,2,483,Unknown,0,Unknown,0,Unknown,9,Unknown,4,39.48,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
361,Aboveground Biomass Stock,2,500,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.13,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
362,Aboveground Biomass Carbon Stock,2,500,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.06,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
363,Aboveground Biomass Stock,2,516,Unknown,0,Unknown,0,Unknown,9,Unknown,4,2.37,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
364,Aboveground Biomass Carbon Stock,2,516,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.09,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
365,Aboveground Biomass Stock,2,140,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.46,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
366,Aboveground Biomass Carbon Stock,2,140,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.23,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
367,Aboveground Biomass Stock,2,574,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.12,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
368,Aboveground Biomass Carbon Stock,2,574,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.05,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
369,Aboveground Biomass Stock,2,588,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.92,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
370,Aboveground Biomass Carbon Stock,2,588,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.78,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
371,Aboveground Biomass Stock,2,641,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.27,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
372,Aboveground Biomass Carbon Stock,2,641,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.15,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
373,Aboveground Biomass Stock,2,651,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.46,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
374,Aboveground Biomass Carbon Stock,2,651,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.2,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
375,Aboveground Biomass Stock,2,673,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.06,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
376,Aboveground Biomass Carbon Stock,2,673,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.04,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
377,Aboveground Biomass Stock,2,243,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.07,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
378,Aboveground Biomass Carbon Stock,2,243,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.55,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
379,Aboveground Biomass Stock,2,10,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.12,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
380,Aboveground Biomass Carbon Stock,2,10,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.06,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
381,Aboveground Biomass Stock,2,126,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.18,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
382,Aboveground Biomass Carbon Stock,2,126,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.09,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
383,Aboveground Biomass Stock,2,810,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.42,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
384,Aboveground Biomass Carbon Stock,2,810,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.67,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
385,Aboveground Biomass Stock,2,813,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.72,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
386,Aboveground Biomass Carbon Stock,2,813,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.93,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
387,Aboveground Biomass Stock,2,909,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.73,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
388,Aboveground Biomass Carbon Stock,2,909,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.89,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
389,Aboveground Biomass Stock,2,927,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.07,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
390,Aboveground Biomass Carbon Stock,2,927,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.04,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
391,Aboveground Biomass Stock,2,950,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.18,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
392,Aboveground Biomass Carbon Stock,2,950,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.09,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
393,Aboveground Biomass Stock,2,114,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.13,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
394,Aboveground Biomass Carbon Stock,2,114,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.62,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
395,Aboveground Biomass Stock,2,977,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.52,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
396,Aboveground Biomass Carbon Stock,2,977,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.25,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
397,Aboveground Biomass Stock,2,1127,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.86,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
398,Aboveground Biomass Carbon Stock,2,1127,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.69,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
399,Aboveground Biomass Stock,2,1140,Unknown,0,Unknown,0,Unknown,9,Unknown,4,2.65,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
400,Aboveground Biomass Carbon Stock,2,1140,Unknown,0,Unknown,0,Unknown,9,Unknown,4,1.3,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
401,Aboveground Biomass Stock,2,154,Unknown,0,Unknown,0,Unknown,9,Unknown,4,3.94,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
402,Aboveground Biomass Carbon Stock,2,154,Unknown,0,Unknown,0,Unknown,9,Unknown,4,2.14,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
403,Aboveground Biomass Stock,2,52,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.29,tonnes C/ha (274),3,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
