"ID_EF","EmissionFactor","ID_LandCover","Species","Age_yr","Height_m","Volume_m3_ha","Basal_m2_ha","Value","Unit","ID_EF_IPCC","Reference","Lower_Confidence_Limit","Upper_Confidence_Limit","Type_of_Parameter","group_location","Contributor"
294,"Aboveground Biomass Carbon Stock",6,53,"NA","17.37","42.2","3.2",149,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
295,"Belowground Biomass Carbon Stock",6,53,"NA","17.37","42.2","3.2",20,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
296,"Aboveground Biomass Stock",6,38,"NA","17.5","37.7","2.15",189,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
297,"Belowground Biomass Stock",6,38,"NA","17.5","37.7","2.15",42,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
298,"Aboveground Biomass Carbon Stock",6,38,"NA","17.5","37.7","2.15",81,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
299,"Belowground Biomass Carbon Stock",6,38,"NA","17.5","37.7","2.15",12,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
300,"Annual Average Volume Increment",6,7,"6","18","304.5","23.2",50.75,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
305,"Annual Average Volume Increment",6,7,"7","18.7","326.2","29.7",46.6,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
308,"Annual Average Volume Increment",6,7,"8","19.3","343.4","35.7",42.93,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
309,"Annual Average Volume Increment",6,7,"9","19.7","357.5","41.3",39.72,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
312,"Annual Average Volume Increment",6,7,"10","20.1","369.1","46.4",36.91,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
313,"Annual Average Volume Increment",6,7,"11","20.3","379","51",34.45,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
314,"Annual Average Volume Increment",6,7,"12","20.6","387.4","55.2",32.28,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
321,"Annual Average Volume Increment",6,140,"21","NA","NA","NA",2.96,"m3/ha/year",2,9,"NA","NA","Measured (1)",24,"2"
322,"Annual Average Volume Increment",6,140,"19","NA","NA","NA",7.36,"m3/ha/year",2,9,"NA","NA","Measured (1)",30,"2"
323,"Aboveground Biomass Stock",2,38,"NA","NA","NA","NA",0.78,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
324,"Aboveground Biomass Carbon Stock",2,38,"NA","NA","NA","NA",0.41,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
325,"Aboveground Biomass Stock",2,56,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
326,"Aboveground Biomass Carbon Stock",2,56,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
327,"Aboveground Biomass Stock",2,50,"NA","NA","NA","NA",0.42,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
328,"Aboveground Biomass Carbon Stock",2,50,"NA","NA","NA","NA",0.21,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
329,"Aboveground Biomass Stock",2,53,"NA","NA","NA","NA",1.7,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
330,"Aboveground Biomass Carbon Stock",2,53,"NA","NA","NA","NA",0.83,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
331,"Aboveground Biomass Stock",2,73,"NA","NA","NA","NA",0.19,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
332,"Aboveground Biomass Carbon Stock",2,73,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
333,"Aboveground Biomass Stock",2,38,"NA","NA","NA","NA",1.88,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
334,"Aboveground Biomass Carbon Stock",2,38,"NA","NA","NA","NA",1.03,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
335,"Aboveground Biomass Stock",2,93,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
336,"Aboveground Biomass Carbon Stock",2,93,"NA","NA","NA","NA",0.03,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
337,"Aboveground Biomass Stock",2,170,"NA","NA","NA","NA",0.56,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
338,"Aboveground Biomass Carbon Stock",2,170,"NA","NA","NA","NA",0.24,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
339,"Aboveground Biomass Stock",2,35,"NA","NA","NA","NA",0.8,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
340,"Aboveground Biomass Carbon Stock",2,35,"NA","NA","NA","NA",0.45,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
341,"Aboveground Biomass Stock",2,194,"NA","NA","NA","NA",0.15,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
342,"Aboveground Biomass Carbon Stock",2,194,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
343,"Aboveground Biomass Stock",2,163,"NA","NA","NA","NA",0.26,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
344,"Aboveground Biomass Carbon Stock",2,163,"NA","NA","NA","NA",0.13,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
345,"Aboveground Biomass Stock",2,284,"NA","NA","NA","NA",1.25,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
346,"Aboveground Biomass Carbon Stock",2,284,"NA","NA","NA","NA",0.56,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
347,"Aboveground Biomass Stock",2,295,"NA","NA","NA","NA",0.07,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
348,"Aboveground Biomass Carbon Stock",2,295,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
349,"Aboveground Biomass Stock",2,31,"NA","NA","NA","NA",0.11,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
350,"Aboveground Biomass Carbon Stock",2,31,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
351,"Aboveground Biomass Stock",2,106,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
352,"Aboveground Biomass Carbon Stock",2,106,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
353,"Aboveground Biomass Stock",2,117,"NA","NA","NA","NA",5.22,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
354,"Aboveground Biomass Carbon Stock",2,117,"NA","NA","NA","NA",2.83,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
355,"Aboveground Biomass Stock",2,478,"NA","NA","NA","NA",10.74,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
356,"Aboveground Biomass Carbon Stock",2,478,"NA","NA","NA","NA",5.89,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
357,"Aboveground Biomass Stock",2,479,"NA","NA","NA","NA",15.53,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
358,"Aboveground Biomass Carbon Stock",2,479,"NA","NA","NA","NA",8.25,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
359,"Aboveground Biomass Stock",2,483,"NA","NA","NA","NA",70.8,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
360,"Aboveground Biomass Carbon Stock",2,483,"NA","NA","NA","NA",39.48,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
361,"Aboveground Biomass Stock",2,500,"NA","NA","NA","NA",0.13,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
362,"Aboveground Biomass Carbon Stock",2,500,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
363,"Aboveground Biomass Stock",2,516,"NA","NA","NA","NA",2.37,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
364,"Aboveground Biomass Carbon Stock",2,516,"NA","NA","NA","NA",1.09,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
365,"Aboveground Biomass Stock",2,140,"NA","NA","NA","NA",0.46,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
366,"Aboveground Biomass Carbon Stock",2,140,"NA","NA","NA","NA",0.23,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
367,"Aboveground Biomass Stock",2,574,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
368,"Aboveground Biomass Carbon Stock",2,574,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
369,"Aboveground Biomass Stock",2,588,"NA","NA","NA","NA",1.92,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
370,"Aboveground Biomass Carbon Stock",2,588,"NA","NA","NA","NA",0.78,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
371,"Aboveground Biomass Stock",2,641,"NA","NA","NA","NA",0.27,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
372,"Aboveground Biomass Carbon Stock",2,641,"NA","NA","NA","NA",0.15,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
373,"Aboveground Biomass Stock",2,651,"NA","NA","NA","NA",0.46,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
374,"Aboveground Biomass Carbon Stock",2,651,"NA","NA","NA","NA",0.2,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
375,"Aboveground Biomass Stock",2,673,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
376,"Aboveground Biomass Carbon Stock",2,673,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
377,"Aboveground Biomass Stock",2,243,"NA","NA","NA","NA",1.07,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
378,"Aboveground Biomass Carbon Stock",2,243,"NA","NA","NA","NA",0.55,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
379,"Aboveground Biomass Stock",2,10,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
380,"Aboveground Biomass Carbon Stock",2,10,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
381,"Aboveground Biomass Stock",2,126,"NA","NA","NA","NA",0.18,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
382,"Aboveground Biomass Carbon Stock",2,126,"NA","NA","NA","NA",0.09,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
383,"Aboveground Biomass Stock",2,810,"NA","NA","NA","NA",1.42,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
384,"Aboveground Biomass Carbon Stock",2,810,"NA","NA","NA","NA",0.67,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
385,"Aboveground Biomass Stock",2,813,"NA","NA","NA","NA",1.72,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
386,"Aboveground Biomass Carbon Stock",2,813,"NA","NA","NA","NA",0.93,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
387,"Aboveground Biomass Stock",2,909,"NA","NA","NA","NA",1.73,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
388,"Aboveground Biomass Carbon Stock",2,909,"NA","NA","NA","NA",0.89,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
389,"Aboveground Biomass Stock",2,927,"NA","NA","NA","NA",0.07,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
390,"Aboveground Biomass Carbon Stock",2,927,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
391,"Aboveground Biomass Stock",2,950,"NA","NA","NA","NA",0.18,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
392,"Aboveground Biomass Carbon Stock",2,950,"NA","NA","NA","NA",0.09,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
393,"Aboveground Biomass Stock",2,114,"NA","NA","NA","NA",1.13,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
394,"Aboveground Biomass Carbon Stock",2,114,"NA","NA","NA","NA",0.62,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
395,"Aboveground Biomass Stock",2,977,"NA","NA","NA","NA",0.52,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
396,"Aboveground Biomass Carbon Stock",2,977,"NA","NA","NA","NA",0.25,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
397,"Aboveground Biomass Stock",2,1127,"NA","NA","NA","NA",1.86,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
398,"Aboveground Biomass Carbon Stock",2,1127,"NA","NA","NA","NA",0.69,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
399,"Aboveground Biomass Stock",2,1140,"NA","NA","NA","NA",2.65,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
400,"Aboveground Biomass Carbon Stock",2,1140,"NA","NA","NA","NA",1.3,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
401,"Aboveground Biomass Stock",2,154,"NA","NA","NA","NA",3.94,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
402,"Aboveground Biomass Carbon Stock",2,154,"NA","NA","NA","NA",2.14,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
403,"Aboveground Biomass Stock",2,52,"NA","NA","NA","NA",0.29,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
404,"Aboveground Biomass Carbon Stock",2,52,"NA","NA","NA","NA",0.13,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
405,"Aboveground Biomass Stock",2,170,"NA","NA","NA","NA",0.39,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
406,"Aboveground Biomass Carbon Stock",2,170,"NA","NA","NA","NA",0.21,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
407,"Aboveground Biomass Stock",2,1265,"NA","NA","NA","NA",0.09,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
408,"Aboveground Biomass Carbon Stock",2,1265,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
409,"Aboveground Biomass Stock",2,1280,"NA","NA","NA","NA",0.45,"tonnes C/ha",3,14,"NA","NA","Measured (1)",99,"2"
410,"Aboveground Biomass Carbon Stock",2,1280,"NA","NA","NA","NA",0.18,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
411,"Aboveground Biomass Stock",2,1285,"NA","NA","NA","NA",8.21,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
412,"Aboveground Biomass Carbon Stock",2,1285,"NA","NA","NA","NA",4.46,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
413,"Aboveground Biomass Stock",2,1300,"NA","NA","NA","NA",0.63,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
414,"Aboveground Biomass Carbon Stock",2,1300,"NA","NA","NA","NA",0.33,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
415,"Aboveground Biomass Stock",2,1302,"NA","NA","NA","NA",7.43,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
416,"Aboveground Biomass Carbon Stock",2,1302,"NA","NA","NA","NA",3.73,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
417,"Aboveground Biomass Stock",2,1307,"NA","NA","NA","NA",16.48,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
418,"Aboveground Biomass Carbon Stock",2,1307,"NA","NA","NA","NA",8.13,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
419,"Aboveground Biomass Stock",2,69,"NA","NA","NA","NA",8.08,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
420,"Aboveground Biomass Carbon Stock",2,69,"NA","NA","NA","NA",4.13,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
421,"Aboveground Biomass Stock",2,1349,"NA","NA","NA","NA",0.67,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
422,"Aboveground Biomass Carbon Stock",2,1349,"NA","NA","NA","NA",0.34,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
423,"Aboveground Biomass Stock",2,1352,"NA","NA","NA","NA",0.52,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
424,"Aboveground Biomass Carbon Stock",2,1352,"NA","NA","NA","NA",0.24,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
425,"Aboveground Biomass Stock",2,1360,"NA","NA","NA","NA",0.22,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
426,"Aboveground Biomass Carbon Stock",2,1360,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
427,"Aboveground Biomass Stock",2,1397,"NA","NA","NA","NA",0.28,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
428,"Aboveground Biomass Carbon Stock",2,1397,"NA","NA","NA","NA",0.14,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
429,"Aboveground Biomass Stock",2,1400,"NA","NA","NA","NA",3.59,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
430,"Aboveground Biomass Carbon Stock",2,1400,"NA","NA","NA","NA",1.71,"tonnes C/ha",3,14,"NA","NA","Measured (1)",33,"2"
431,"Belowground Biomass Stock",2,38,"NA","NA","NA","NA",0.12,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
432,"Belowground Biomass Carbon Stock",2,38,"NA","NA","NA","NA",0.06,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
433,"Belowground Biomass Stock",2,56,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
434,"Belowground Biomass Carbon Stock",2,56,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
435,"Belowground Biomass Stock",2,50,"NA","NA","NA","NA",0.06,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
436,"Belowground Biomass Carbon Stock",2,50,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
437,"Belowground Biomass Stock",2,53,"NA","NA","NA","NA",0.25,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
438,"Belowground Biomass Carbon Stock",2,53,"NA","NA","NA","NA",0.12,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
439,"Belowground Biomass Stock",2,73,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
440,"Belowground Biomass Carbon Stock",2,73,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
441,"Belowground Biomass Stock",2,38,"NA","NA","NA","NA",0.28,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
442,"Belowground Biomass Carbon Stock",2,38,"NA","NA","NA","NA",0.16,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
443,"Belowground Biomass Stock",2,93,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
444,"Belowground Biomass Carbon Stock",2,93,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
445,"Belowground Biomass Stock",2,170,"NA","NA","NA","NA",0.08,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
446,"Belowground Biomass Carbon Stock",2,170,"NA","NA","NA","NA",0.04,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
447,"Belowground Biomass Stock",2,35,"NA","NA","NA","NA",0.12,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
448,"Belowground Biomass Carbon Stock",2,35,"NA","NA","NA","NA",0.07,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
449,"Belowground Biomass Stock",2,194,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
450,"Belowground Biomass Carbon Stock",2,194,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
451,"Belowground Biomass Stock",2,163,"NA","NA","NA","NA",0.04,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
452,"Belowground Biomass Carbon Stock",2,163,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
453,"Belowground Biomass Stock",2,284,"NA","NA","NA","NA",0.19,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
454,"Belowground Biomass Carbon Stock",2,284,"NA","NA","NA","NA",0.08,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
455,"Belowground Biomass Stock",2,295,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
456,"Belowground Biomass Carbon Stock",2,295,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
457,"Belowground Biomass Stock",2,31,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
458,"Belowground Biomass Carbon Stock",2,31,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
459,"Belowground Biomass Stock",2,106,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
460,"Belowground Biomass Carbon Stock",2,106,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
461,"Belowground Biomass Stock",2,117,"NA","NA","NA","NA",0.78,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
462,"Belowground Biomass Carbon Stock",2,117,"NA","NA","NA","NA",0.42,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
463,"Belowground Biomass Stock",2,478,"NA","NA","NA","NA",1.61,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
464,"Belowground Biomass Carbon Stock",2,478,"NA","NA","NA","NA",0.88,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
465,"Belowground Biomass Stock",2,479,"NA","NA","NA","NA",2.33,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
466,"Belowground Biomass Carbon Stock",2,479,"NA","NA","NA","NA",1.24,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
467,"Belowground Biomass Stock",2,483,"NA","NA","NA","NA",10.62,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
468,"Belowground Biomass Carbon Stock",2,483,"NA","NA","NA","NA",5.92,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
469,"Belowground Biomass Stock",2,500,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
470,"Belowground Biomass Carbon Stock",2,500,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
471,"Belowground Biomass Stock",2,516,"NA","NA","NA","NA",0.36,"tonnes C/ha",2,14,"NA","NA","Measured (1)",99,"2"
472,"Belowground Biomass Carbon Stock",2,516,"NA","NA","NA","NA",0.16,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
473,"Belowground Biomass Stock",2,140,"NA","NA","NA","NA",0.07,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
474,"Belowground Biomass Carbon Stock",2,140,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
475,"Belowground Biomass Stock",2,574,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
476,"Belowground Biomass Carbon Stock",2,574,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
477,"Belowground Biomass Stock",2,588,"NA","NA","NA","NA",0.29,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
478,"Belowground Biomass Carbon Stock",2,588,"NA","NA","NA","NA",0.11,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
479,"Belowground Biomass Stock",2,641,"NA","NA","NA","NA",0.04,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
480,"Belowground Biomass Carbon Stock",2,641,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
481,"Belowground Biomass Stock",2,651,"NA","NA","NA","NA",0.07,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
482,"Belowground Biomass Carbon Stock",2,651,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
483,"Belowground Biomass Stock",2,673,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
484,"Belowground Biomass Carbon Stock",2,673,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
485,"Belowground Biomass Stock",2,243,"NA","NA","NA","NA",0.16,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
486,"Belowground Biomass Carbon Stock",2,243,"NA","NA","NA","NA",0.08,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
487,"Belowground Biomass Stock",2,10,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
488,"Belowground Biomass Carbon Stock",2,10,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
489,"Belowground Biomass Stock",2,126,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
490,"Belowground Biomass Carbon Stock",2,126,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
491,"Belowground Biomass Stock",2,810,"NA","NA","NA","NA",0.21,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
492,"Belowground Biomass Carbon Stock",2,810,"NA","NA","NA","NA",0.1,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
493,"Belowground Biomass Stock",2,813,"NA","NA","NA","NA",0.26,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
494,"Belowground Biomass Carbon Stock",2,813,"NA","NA","NA","NA",0.14,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
495,"Belowground Biomass Stock",2,909,"NA","NA","NA","NA",0.26,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
496,"Belowground Biomass Carbon Stock",2,909,"NA","NA","NA","NA",0.13,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
497,"Belowground Biomass Stock",2,927,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,14,"NA","NA","Measured (1)",33,"2"
