"ID_EF","EmissionFactor","ID_LandCover","Species","Age_yr","Height_m","Volume_m3_ha","Basal_m2_ha","Value","Unit","ID_EF_IPCC","Reference","Lower_Confidence_Limit","Upper_Confidence_Limit","Type_of_Parameter","group_location","Contributor"
884,"Belowground Biomass Carbon Stock",1,117,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
885,"Belowground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
886,"Belowground Biomass Carbon Stock",1,118,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
887,"Belowground Biomass Carbon Stock",1,474,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
888,"Belowground Biomass Carbon Stock",1,478,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
889,"Belowground Biomass Carbon Stock",1,479,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
890,"Belowground Biomass Carbon Stock",1,483,"NA","NA","NA","NA",1.19,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
891,"Belowground Biomass Carbon Stock",1,500,"NA","NA","NA","NA",0.15,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
892,"Belowground Biomass Carbon Stock",1,135,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
893,"Belowground Biomass Carbon Stock",1,140,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
894,"Belowground Biomass Carbon Stock",1,535,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
895,"Belowground Biomass Carbon Stock",1,166,"NA","NA","NA","NA",0.1,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
896,"Belowground Biomass Carbon Stock",1,85,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
897,"Belowground Biomass Carbon Stock",1,588,"NA","NA","NA","NA",0.17,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
898,"Belowground Biomass Carbon Stock",1,604,"NA","NA","NA","NA",0.11,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
899,"Belowground Biomass Carbon Stock",1,614,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
900,"Belowground Biomass Carbon Stock",1,641,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
901,"Belowground Biomass Carbon Stock",1,651,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
902,"Belowground Biomass Carbon Stock",1,1112,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
903,"Belowground Biomass Carbon Stock",1,99,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
904,"Belowground Biomass Carbon Stock",1,672,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
905,"Belowground Biomass Carbon Stock",1,99,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
906,"Belowground Biomass Carbon Stock",1,678,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
907,"Belowground Biomass Carbon Stock",1,243,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
908,"Belowground Biomass Carbon Stock",1,243,"NA","NA","NA","NA",0.1,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
909,"Belowground Biomass Carbon Stock",1,94,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
910,"Belowground Biomass Carbon Stock",1,162,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
911,"Belowground Biomass Carbon Stock",1,126,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
912,"Belowground Biomass Carbon Stock",1,1039,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
913,"Belowground Biomass Carbon Stock",1,759,"NA","NA","NA","NA",0.14,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
914,"Belowground Biomass Carbon Stock",1,68,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
915,"Belowground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
916,"Belowground Biomass Carbon Stock",1,977,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
917,"Belowground Biomass Carbon Stock",1,810,"NA","NA","NA","NA",0.2,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
918,"Belowground Biomass Carbon Stock",1,813,"NA","NA","NA","NA",0.09,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
919,"Belowground Biomass Carbon Stock",1,141,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
920,"Belowground Biomass Carbon Stock",1,826,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
921,"Belowground Biomass Carbon Stock",1,49,"NA","NA","NA","NA",0.06,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
922,"Belowground Biomass Carbon Stock",1,38,"NA","NA","NA","NA",0.05,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
923,"Belowground Biomass Carbon Stock",1,857,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
924,"Belowground Biomass Carbon Stock",1,122,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
925,"Belowground Biomass Carbon Stock",1,989,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
926,"Belowground Biomass Carbon Stock",1,894,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
927,"Belowground Biomass Carbon Stock",1,139,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
928,"Belowground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.14,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
929,"Belowground Biomass Carbon Stock",1,909,"NA","NA","NA","NA",0.26,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
930,"Belowground Biomass Carbon Stock",1,146,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
931,"Belowground Biomass Carbon Stock",1,942,"NA","NA","NA","NA",0.07,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
932,"Belowground Biomass Carbon Stock",1,950,"NA","NA","NA","NA",0.04,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
933,"Belowground Biomass Carbon Stock",1,127,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
934,"Belowground Biomass Carbon Stock",1,138,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
935,"Belowground Biomass Carbon Stock",1,972,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
936,"Belowground Biomass Carbon Stock",1,977,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
937,"Belowground Biomass Carbon Stock",1,114,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
938,"Belowground Biomass Carbon Stock",1,114,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
939,"Belowground Biomass Carbon Stock",1,86,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
940,"Belowground Biomass Carbon Stock",1,51,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
941,"Belowground Biomass Carbon Stock",1,1079,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
942,"Belowground Biomass Carbon Stock",1,9,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
943,"Belowground Biomass Carbon Stock",1,1112,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
944,"Belowground Biomass Carbon Stock",1,1127,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
945,"Belowground Biomass Carbon Stock",1,72,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
946,"Belowground Biomass Carbon Stock",1,1136,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
947,"Belowground Biomass Carbon Stock",1,1140,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
948,"Belowground Biomass Carbon Stock",1,1142,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
949,"Belowground Biomass Carbon Stock",1,574,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
950,"Belowground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
951,"Belowground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
952,"Belowground Biomass Carbon Stock",1,1283,"NA","NA","NA","NA",0.1,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
953,"Belowground Biomass Carbon Stock",1,1185,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
954,"Belowground Biomass Carbon Stock",1,1193,"NA","NA","NA","NA",0.05,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
955,"Belowground Biomass Carbon Stock",1,170,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
956,"Belowground Biomass Carbon Stock",1,1210,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
957,"Belowground Biomass Carbon Stock",1,1231,"NA","NA","NA","NA",0.07,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
958,"Belowground Biomass Carbon Stock",1,1112,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
959,"Belowground Biomass Carbon Stock",1,1265,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
960,"Belowground Biomass Carbon Stock",1,37,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
961,"Belowground Biomass Carbon Stock",1,37,"NA","NA","NA","NA",0.06,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
962,"Belowground Biomass Carbon Stock",1,1271,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
963,"Belowground Biomass Carbon Stock",1,1280,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
964,"Belowground Biomass Carbon Stock",1,1285,"NA","NA","NA","NA",0.09,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
965,"Belowground Biomass Carbon Stock",1,1301,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
966,"Belowground Biomass Carbon Stock",1,1302,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
967,"Belowground Biomass Carbon Stock",1,1307,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
968,"Belowground Biomass Carbon Stock",1,69,"NA","NA","NA","NA",0.18,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
969,"Belowground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
970,"Belowground Biomass Carbon Stock",1,160,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
971,"Belowground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.06,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
972,"Belowground Biomass Carbon Stock",1,71,"NA","NA","NA","NA",0.85,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
973,"Belowground Biomass Carbon Stock",1,1348,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
974,"Belowground Biomass Carbon Stock",1,1349,"NA","NA","NA","NA",0.22,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
975,"Belowground Biomass Carbon Stock",1,1351,"NA","NA","NA","NA",0.05,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
976,"Belowground Biomass Carbon Stock",1,1352,"NA","NA","NA","NA",0.2,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
977,"Belowground Biomass Carbon Stock",1,1360,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
978,"Belowground Biomass Carbon Stock",1,33,"NA","NA","NA","NA",0.13,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
979,"Belowground Biomass Carbon Stock",1,112,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
980,"Belowground Biomass Carbon Stock",1,1397,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
981,"Belowground Biomass Carbon Stock",1,1400,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
982,"Belowground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
983,"Belowground Biomass Carbon Stock",1,132,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
984,"Belowground Biomass Carbon Stock",1,93,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
985,"Annual Average Volume Increment",2,0,"NA","NA","NA","NA",10.36,"m3/ha/year",2,12,"NA","NA","Modeled (2)",33,"2"
986,"Annual Average Volume Increment",7,1231,"NA","NA","NA","NA",9.15,"m3/ha/year",2,12,"NA","NA","Modeled (2)",26,"2"
987,"Annual Average Volume Increment",7,1231,"NA","NA","NA","NA",8.91,"m3/ha/year",2,12,"NA","NA","Modeled (2)",31,"2"
988,"Annual Average Volume Increment",4,0,"NA","NA","NA","NA",8.95,"m3/ha/year",2,12,"NA","NA","Modeled (2)",32,"2"
989,"Annual Average Volume Increment",5,0,"NA","NA","NA","NA",10.15,"m3/ha/year",2,12,"NA","NA","Modeled (2)",35,"2"
990,"Wood density",1,1360,"NA","NA","NA","NA",0.4,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
991,"Wood density",1,749,"NA","NA","NA","NA",0.37,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
992,"Wood density",1,813,"NA","NA","NA","NA",0.62,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
993,"Wood density",1,71,"NA","NA","NA","NA",0.5,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
994,"Wood density",1,295,"NA","NA","NA","NA",0.52,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
995,"Wood density",1,909,"NA","NA","NA","NA",0.49,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
996,"Wood density",1,1285,"NA","NA","NA","NA",0.53,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
997,"Wood density",1,1039,"NA","NA","NA","NA",0.39,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
998,"Wood density",1,37,"NA","NA","NA","NA",0.62,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
999,"Wood density",1,195,"NA","NA","NA","NA",0.33,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1000,"Wood density",1,1127,"NA","NA","NA","NA",0.75,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1001,"Wood density",1,295,"NA","NA","NA","NA",0.69,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1002,"Wood density",1,149,"NA","NA","NA","NA",0.67,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1003,"Wood density",1,5,"NA","NA","NA","NA",0.36,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1004,"Wood density",1,641,"NA","NA","NA","NA",0.5,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1005,"Wood density",1,942,"NA","NA","NA","NA",0.84,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1006,"Wood density",1,1349,"NA","NA","NA","NA",0.67,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1007,"Wood density",1,1352,"NA","NA","NA","NA",0.64,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1008,"Wood density",1,574,"NA","NA","NA","NA",0.79,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1009,"Wood density",1,295,"NA","NA","NA","NA",0.51,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1010,"Wood density",1,117,"NA","NA","NA","NA",0.52,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1011,"Wood density",1,478,"NA","NA","NA","NA",0.55,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1012,"Wood density",1,120,"NA","NA","NA","NA",0.58,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1013,"Wood density",1,142,"NA","NA","NA","NA",0.66,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1014,"Wood density",1,483,"NA","NA","NA","NA",0.65,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1015,"Wood density",1,759,"NA","NA","NA","NA",0.59,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1016,"Wood density",1,1231,"NA","NA","NA","NA",0.73,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1017,"Wood density",1,118,"NA","NA","NA","NA",0.56,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1018,"Wood density",1,736,"NA","NA","NA","NA",0.51,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1019,"Wood density",1,8,"NA","NA","NA","NA",0.63,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1020,"Wood density",1,140,"NA","NA","NA","NA",0.54,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1021,"Wood density",1,433,"NA","NA","NA","NA",0.65,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1022,"Wood density",1,112,"NA","NA","NA","NA",0.22,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1023,"Wood density",1,113,"NA","NA","NA","NA",0.25,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1024,"Wood density",1,1112,"NA","NA","NA","NA",0.54,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1025,"Wood density",1,58,"NA","NA","NA","NA",0.38,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1026,"Wood density",1,153,"NA","NA","NA","NA",0.74,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1027,"Wood density",1,753,"NA","NA","NA","NA",0.8,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1028,"Wood density",1,123,"NA","NA","NA","NA",0.56,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1029,"Wood density",1,259,"NA","NA","NA","NA",0.51,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1030,"Wood density",1,535,"NA","NA","NA","NA",0.48,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1031,"Wood density",1,31,"NA","NA","NA","NA",0.52,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1032,"Wood density",1,500,"NA","NA","NA","NA",0.41,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1033,"Wood density",1,810,"NA","NA","NA","NA",0.51,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1034,"Wood density",1,1244,"NA","NA","NA","NA",0.51,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1035,"Wood density",1,950,"NA","NA","NA","NA",0.56,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1036,"Wood density",1,102,"NA","NA","NA","NA",0.55,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1037,"Wood density",1,295,"NA","NA","NA","NA",0.69,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1038,"Wood density",1,164,"NA","NA","NA","NA",0.4,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1039,"Wood density",1,161,"NA","NA","NA","NA",0.55,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1040,"Wood density",1,17,"NA","NA","NA","NA",0.4,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1041,"Wood density",1,95,"NA","NA","NA","NA",0.64,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1042,"Wood density",1,136,"NA","NA","NA","NA",0.51,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1043,"Wood density",1,3,"NA","NA","NA","NA",0.57,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1044,"Wood density",1,7,"NA","NA","NA","NA",0.56,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1045,"Wood density",1,38,"NA","NA","NA","NA",0.39,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1046,"Wood density",1,53,"NA","NA","NA","NA",0.67,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1047,"Wood density",1,35,"NA","NA","NA","NA",0.44,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1048,"Wood density",1,130,"NA","NA","NA","NA",0.46,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1049,"Wood density",1,80,"NA","NA","NA","NA",0.45,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1050,"Wood density",1,153,"NA","NA","NA","NA",0.29,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1051,"Wood density",1,86,"NA","NA","NA","NA",0.36,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1052,"Wood density",1,153,"NA","NA","NA","NA",0.6,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1053,"Wood density",1,69,"NA","NA","NA","NA",0.68,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1054,"Wood density",1,101,"NA","NA","NA","NA",0.43,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1055,"Wood density",1,61,"NA","NA","NA","NA",0.5,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1056,"Wood density",1,40,"NA","NA","NA","NA",0.71,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1057,"Wood density",1,38,"NA","NA","NA","NA",0.43,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1058,"Wood density",1,55,"NA","NA","NA","NA",0.4,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1059,"Wood density",1,978,"NA","NA","NA","NA",0.58,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1060,"Wood density",1,123,"NA","NA","NA","NA",0.6,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1061,"Wood density",1,152,"NA","NA","NA","NA",0.41,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1062,"Wood density",1,1140,"NA","NA","NA","NA",0.56,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1063,"Wood density",1,8,"NA","NA","NA","NA",0.57,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1064,"Wood density",1,1265,"NA","NA","NA","NA",0.29,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1065,"Wood density",1,1360,"NA","NA","NA","NA",0.31,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1066,"Wood density",1,170,"NA","NA","NA","NA",0.61,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1067,"Wood density",1,243,"NA","NA","NA","NA",0.41,"g/cm3",1,4,"NA","NA","Other (3)",33,"2"
1068,"Wood density",1,71,"NA","NA","NA","NA",0.58,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1069,"Wood density",1,1400,"NA","NA","NA","NA",0.84,"g/cm3",1,4,"NA","NA","Other (3)",99,"2"
1070,"Aboveground Biomass Stock",6,0,"NA","NA","NA","NA",43.58,"tonnes C/ha",3,5,"NA","NA","Measured (1)",99,"2"
1071,"Aboveground Biomass Stock",6,0,"NA","NA","NA","NA",15.32,"tonnes C/ha",3,5,"NA","NA","Measured (1)",99,"2"
1072,"Aboveground Biomass Stock",7,1231,"NA","NA","NA","NA",57.41,"tonnes C/ha",3,5,"NA","NA","Measured (1)",99,"2"
1073,"Aboveground Biomass Stock",7,1231,"NA","NA","NA","NA",63.82,"tonnes C/ha",3,5,"NA","NA","Measured (1)",99,"2"
1074,"Aboveground Biomass Stock",4,0,"NA","NA","NA","NA",50.45,"tonnes C/ha",3,5,"NA","NA","Measured (1)",99,"2"
1075,"Aboveground Biomass Stock",2,0,"NA","NA","NA","NA",50,"tonnes C/ha",3,5,"NA","NA","Measured (1)",37,"2"
